cliente_id,idade,genero,tempo_assinatura_meses,plano_assinatura,valor_mensal,visualizacoes_mes,tempo_medio_sessao_min,contatos_suporte,avaliacao_conteudo_media,avaliacao_conteudo_ultimo_mes,avaliacao_plataforma,regiao
CLI-10448,27,Masculino,50,Basico,73.47,16,50,0,3.1,2.1,3.8,Sudeste
CLI-10449,43,Masculino,13,Premium,96.72,8,97,0,4.9,4.1,4.3,Norte
CLI-10450,49,Feminino,9,Premium,72.75,22,56,8,4.1,4.0,4.7,Sudeste
CLI-10451,72,Masculino,43,Familia,63.38,19,42,0,2.5,4.7,4.0,Norte
CLI-10452,53,Feminino,17,Basico,78.19,36,27,0,4.9,1.1,3.4,Norte
CLI-10453,62,Masculino,59,Basico,55.67,39,17,0,3.7,3.0,1.4,Sul
CLI-10454,21,Feminino,1,Premium,84.56,30,20,4,4.5,3.9,3.0,Oeste
CLI-10455,68,Masculino,6,Basico,24.46,40,97,10,3.9,4.2,1.3,Norte
CLI-10456,68,Feminino,12,Familia,91.12,36,113,0,2.7,4.7,4.6,Leste
CLI-10457,72,Feminino,44,Basico,35.32,30,93,6,4.0,4.7,4.3,Sul
CLI-10458,45,Feminino,10,Basico,67.38,16,23,10,2.2,3.9,2.8,Sul
CLI-10459,56,Feminino,22,Familia,38.58,13,9,7,4.5,4.5,2.5,Norte
CLI-10460,78,Masculino,2,Familia,20.59,0,80,3,2.3,1.1,1.4,Leste
CLI-10461,66,Feminino,8,Premium,79.38,3,16,6,4.3,4.9,3.2,Sudeste
CLI-10462,42,Feminino,44,Premium,24.12,31,66,3,4.6,2.1,1.3,Norte
CLI-10463,28,Feminino,22,Familia,51.25,47,85,0,1.7,1.3,3.5,Leste
CLI-10464,26,Masculino,5,Familia,74.66,48,116,6,2.2,1.5,4.1,Leste
CLI-10465,60,Masculino,58,Basico,65.14,35,18,1,3.7,4.0,3.9,Leste
CLI-10466,24,Feminino,13,Familia,48.87,25,16,2,4.9,3.1,2.1,Sudeste
CLI-10467,38,Feminino,32,Basico,28.21,6,11,5,4.9,4.4,4.1,Oeste
CLI-10468,53,Feminino,28,Familia,32.94,45,50,3,1.8,4.7,2.8,Sul
CLI-10469,79,Masculino,26,Basico,20.73,35,29,1,2.6,1.1,4.8,Sul
CLI-10470,76,Masculino,41,Premium,50.32,48,103,4,5.0,3.7,1.7,Sudeste
CLI-10471,47,Feminino,59,Familia,98.3,22,84,5,2.1,1.4,2.4,Oeste
CLI-10472,41,Masculino,42,Premium,80.24,45,115,9,3.2,4.5,2.9,Oeste
CLI-10473,62,Masculino,32,Basico,77.56,36,42,8,4.1,2.7,1.0,Sudeste
CLI-10474,72,Masculino,47,Premium,73.38,3,16,10,1.1,1.9,3.1,Leste
CLI-10475,19,Masculino,49,Basico,54.87,26,8,0,4.3,3.2,4.1,Leste
CLI-10476,64,Masculino,60,Premium,35.73,21,108,0,1.7,4.1,2.5,Sul
CLI-10477,69,Masculino,4,Premium,93.87,40,51,0,3.5,2.2,2.0,Norte
CLI-10478,48,Feminino,40,Basico,73.4,24,45,3,4.9,1.3,1.4,Oeste
CLI-10479,68,Feminino,34,Premium,61.25,28,91,2,3.8,3.5,3.2,Norte
CLI-10480,77,Feminino,28,Basico,46.47,20,76,1,4.0,1.4,4.9,Sudeste
CLI-10481,54,Masculino,2,Premium,55.22,11,47,3,4.0,1.2,3.5,Norte
CLI-10482,40,Masculino,59,Familia,70.28,29,49,5,1.8,3.3,4.9,Sul
CLI-10483,65,Masculino,42,Basico,99.34,26,19,1,3.0,3.4,2.4,Sudeste
CLI-10484,44,Masculino,58,Familia,37.77,27,43,3,4.9,4.9,1.7,Sul
CLI-10485,55,Feminino,44,Basico,95.62,22,7,7,1.6,2.3,2.5,Oeste
CLI-10486,29,Feminino,48,Premium,25.19,1,39,2,2.1,3.4,4.8,Norte
CLI-10487,80,Masculino,16,Basico,30.59,17,98,2,5.0,4.0,1.3,Sudeste
CLI-10488,58,Feminino,56,Basico,73.34,9,109,4,4.1,4.5,3.3,Oeste
CLI-10489,56,Feminino,57,Basico,78.64,31,101,3,4.7,4.1,1.9,Sul
CLI-10490,61,Masculino,20,Premium,74.35,7,45,3,1.1,4.3,4.2,Leste
CLI-10491,26,Feminino,13,Premium,50.21,29,119,5,4.6,2.6,2.5,Leste
CLI-10492,35,Feminino,32,Familia,30.4,15,5,5,3.2,1.9,4.6,Norte
CLI-10493,52,Masculino,54,Basico,71.07,0,112,4,2.7,4.8,2.0,Norte
CLI-10494,24,Feminino,52,Premium,48.94,41,112,5,3.6,2.3,3.1,Oeste
CLI-10495,79,Masculino,3,Familia,97.05,11,34,8,3.0,2.6,3.7,Sul
CLI-10496,80,Masculino,36,Familia,46.12,2,34,5,4.0,3.5,2.3,Leste
CLI-10497,36,Masculino,56,Basico,71.57,11,105,7,4.3,4.3,1.9,Sul
CLI-10498,75,Masculino,13,Premium,34.39,13,7,1,2.8,2.4,3.0,Norte
CLI-10499,34,Feminino,26,Premium,53.24,47,117,4,1.1,2.5,2.8,Sudeste
CLI-10500,29,Feminino,35,Basico,60.53,36,94,3,2.8,3.2,4.9,Oeste
CLI-10501,74,Masculino,57,Basico,39.77,4,53,5,2.6,4.5,2.4,Leste
CLI-10502,51,Masculino,13,Premium,81.23,26,107,2,2.1,2.7,2.8,Oeste
CLI-10503,21,Feminino,41,Familia,75.4,50,72,9,3.3,4.6,4.4,Sul
CLI-10504,35,Feminino,23,Premium,49.05,31,21,10,2.6,3.2,1.5,Norte
CLI-10505,69,Feminino,58,Premium,95.01,5,91,9,4.7,1.6,3.4,Leste
CLI-10506,52,Feminino,52,Familia,50.14,29,66,0,3.8,2.1,2.0,Sudeste
CLI-10507,32,Masculino,29,Familia,49.87,14,120,8,1.5,4.9,1.8,Oeste
CLI-10508,59,Masculino,2,Basico,59.5,24,49,7,1.6,2.6,2.1,Leste
CLI-10509,64,Feminino,19,Basico,51.72,37,12,5,3.7,1.2,3.6,Sudeste
CLI-10510,29,Masculino,29,Premium,90.37,28,22,5,3.3,4.6,4.3,Norte
CLI-10511,36,Masculino,58,Premium,76.3,25,13,1,3.7,1.7,4.7,Norte
CLI-10512,23,Masculino,51,Premium,75.11,47,95,6,1.1,2.1,2.3,Sul
CLI-10513,22,Masculino,38,Familia,39.54,19,38,2,1.5,1.1,5.0,Sudeste
CLI-10514,43,Feminino,46,Familia,23.91,48,106,10,4.8,1.5,4.1,Sul
CLI-10515,44,Feminino,60,Familia,70.78,46,61,1,4.3,3.3,1.9,Oeste
CLI-10516,42,Feminino,7,Basico,44.46,1,10,9,4.9,2.7,4.4,Leste
CLI-10517,72,Masculino,22,Premium,88.03,26,85,7,3.7,2.9,3.5,Norte
CLI-10518,22,Masculino,9,Premium,85.38,32,34,3,2.8,5.0,2.3,Oeste
CLI-10519,31,Masculino,49,Premium,39.62,35,103,2,3.9,2.9,4.5,Oeste
CLI-10520,73,Masculino,60,Familia,65.24,15,105,4,3.0,4.1,4.6,Sul
CLI-10521,69,Feminino,43,Familia,50.75,33,51,1,1.9,3.9,3.5,Norte
CLI-10522,52,Masculino,29,Premium,82.81,20,54,3,4.0,2.1,3.7,Sudeste
CLI-10523,50,Masculino,22,Premium,47.71,43,106,9,3.1,2.7,3.3,Leste
CLI-10524,66,Feminino,38,Basico,81.01,16,104,2,4.4,2.1,3.0,Oeste
CLI-10525,27,Masculino,42,Premium,49.77,26,109,6,2.1,3.3,1.1,Leste
CLI-10526,42,Feminino,10,Basico,31.16,1,58,5,1.3,5.0,1.9,Oeste
CLI-10527,32,Masculino,26,Premium,47.75,12,83,6,1.4,2.3,3.3,Oeste
CLI-10528,23,Feminino,47,Familia,21.64,48,51,1,2.7,1.8,4.9,Oeste
CLI-10529,66,Feminino,59,Basico,39.11,45,109,1,4.8,1.4,3.9,Leste
CLI-10530,65,Masculino,40,Premium,72.47,42,77,2,1.9,3.5,3.8,Oeste
CLI-10531,19,Feminino,22,Familia,89.26,6,68,0,1.5,4.3,4.1,Leste
CLI-10532,21,Feminino,23,Premium,75.21,26,61,1,2.2,3.6,2.7,Leste
CLI-10533,27,Feminino,51,Familia,91.8,5,16,3,2.1,1.7,1.4,Leste
CLI-10534,30,Feminino,53,Familia,92.84,32,78,4,1.7,4.5,1.9,Oeste
CLI-10535,79,Feminino,14,Premium,29.2,24,5,8,2.3,4.9,1.8,Leste
CLI-10536,32,Masculino,56,Basico,66.04,39,20,1,1.2,2.2,4.7,Norte
CLI-10537,28,Masculino,7,Basico,69.53,22,40,10,2.3,1.6,1.1,Sul
CLI-10538,73,Feminino,31,Basico,49.77,48,108,7,2.1,4.0,3.2,Norte
CLI-10539,59,Masculino,11,Familia,50.65,35,90,1,4.3,4.6,1.6,Leste
CLI-10540,58,Masculino,10,Basico,75.95,31,19,4,2.3,4.0,2.9,Leste
CLI-10541,45,Masculino,19,Premium,74.45,14,19,6,3.4,1.3,4.4,Oeste
CLI-10542,68,Feminino,2,Familia,28.62,47,30,2,1.5,3.0,4.4,Norte
CLI-10543,46,Masculino,25,Basico,61.15,13,11,6,4.1,1.6,2.3,Leste
CLI-10544,71,Masculino,7,Familia,77.93,16,98,6,1.5,1.4,4.3,Sul
CLI-10545,79,Masculino,1,Basico,52.74,29,54,8,4.8,2.4,1.3,Oeste
CLI-10546,72,Masculino,21,Premium,91.93,39,91,6,4.8,3.2,2.9,Norte
CLI-10547,57,Masculino,27,Familia,54.47,35,108,2,2.3,4.6,3.1,Sul
CLI-10548,51,Masculino,40,Premium,91.63,0,101,4,4.5,2.0,3.7,Sudeste
CLI-10549,63,Masculino,34,Familia,91.42,34,22,1,4.8,4.7,4.2,Sul
CLI-10550,58,Masculino,60,Familia,45.52,22,69,3,2.4,1.3,2.6,Sul
CLI-10551,33,Feminino,25,Premium,79.52,47,96,3,1.6,1.1,1.1,Sul
CLI-10552,23,Masculino,25,Premium,39.96,39,59,2,3.1,1.4,2.5,Leste
CLI-10553,26,Feminino,22,Familia,66.36,28,116,9,1.7,4.8,3.2,Sudeste
CLI-10554,78,Masculino,29,Premium,33.69,5,71,8,4.5,2.7,3.6,Norte
CLI-10555,43,Masculino,38,Familia,86.43,45,108,1,4.0,1.0,3.6,Norte
CLI-10556,68,Feminino,46,Familia,89.66,42,29,7,2.2,4.7,2.3,Sul
CLI-10557,72,Masculino,2,Familia,80.11,5,32,8,4.3,1.3,1.6,Norte
CLI-10558,73,Feminino,58,Familia,30.99,18,21,5,2.2,3.4,4.6,Oeste
CLI-10559,26,Feminino,32,Basico,48.31,17,30,3,4.9,2.3,1.1,Sudeste
CLI-10560,78,Masculino,21,Premium,59.32,20,118,3,3.0,1.1,2.7,Leste
CLI-10561,67,Feminino,16,Premium,48.39,37,119,5,4.5,4.6,3.0,Sudeste
CLI-10562,43,Masculino,59,Premium,32.04,43,46,4,4.7,4.3,3.4,Sudeste
CLI-10563,79,Masculino,16,Familia,47.74,17,78,2,4.2,1.6,2.9,Oeste
CLI-10564,18,Feminino,12,Basico,97.86,0,95,2,1.4,1.6,4.2,Sul
CLI-10565,71,Feminino,22,Premium,90.59,50,7,3,2.0,2.2,3.6,Oeste
CLI-10566,54,Feminino,11,Familia,44.98,23,74,4,2.4,3.0,2.5,Norte
CLI-10567,60,Masculino,54,Basico,30.64,36,58,6,1.3,3.7,3.0,Sul
CLI-10568,40,Masculino,46,Basico,93.18,13,87,2,4.0,1.1,4.6,Oeste
CLI-10569,75,Feminino,21,Familia,75.86,37,61,2,1.2,3.7,3.5,Sul
CLI-10570,23,Masculino,4,Basico,42.34,15,117,2,1.7,4.7,1.3,Leste
CLI-10571,41,Masculino,9,Premium,95.18,48,107,1,4.1,4.6,2.3,Sudeste
CLI-10572,42,Masculino,50,Basico,81.86,46,16,2,2.2,2.0,2.3,Norte
CLI-10573,57,Feminino,18,Basico,32.57,2,44,1,4.2,3.0,1.8,Norte
CLI-10574,26,Masculino,41,Basico,44.61,9,78,8,1.9,4.4,1.6,Leste
CLI-10575,53,Feminino,60,Familia,56.27,14,77,6,2.8,4.8,1.7,Oeste
CLI-10576,38,Masculino,35,Basico,66.82,30,50,5,2.4,1.1,1.9,Leste
CLI-10577,54,Masculino,33,Familia,86.98,13,16,7,1.4,2.5,1.5,Sul
CLI-10578,57,Masculino,29,Basico,94.27,5,7,10,4.2,3.1,1.1,Leste
CLI-10579,27,Masculino,54,Premium,63.28,24,58,2,4.1,4.9,5.0,Sul
CLI-10580,22,Masculino,13,Basico,45.72,21,92,6,2.3,2.0,2.4,Norte
CLI-10581,31,Masculino,49,Basico,93.75,18,52,0,1.8,3.3,1.9,Leste
CLI-10582,56,Feminino,20,Premium,57.35,13,115,5,3.3,4.4,3.8,Norte
CLI-10583,78,Feminino,35,Familia,42.52,49,69,8,2.7,1.2,2.8,Oeste
CLI-10584,48,Masculino,50,Basico,44.87,43,16,2,3.1,4.7,3.9,Norte
CLI-10585,54,Feminino,34,Premium,48.19,30,52,4,3.3,1.7,5.0,Sul
CLI-10586,34,Masculino,30,Basico,98.71,3,19,7,3.2,1.1,2.5,Oeste
CLI-10587,38,Feminino,32,Premium,78.97,16,116,4,4.2,1.4,3.9,Oeste
CLI-10588,80,Masculino,52,Basico,82.38,6,90,7,1.2,4.3,2.7,Sul
CLI-10589,57,Masculino,28,Premium,50.47,12,62,1,2.4,3.1,1.2,Sudeste
CLI-10590,71,Feminino,51,Premium,58.4,40,58,5,3.6,3.6,1.9,Oeste
CLI-10591,63,Masculino,33,Familia,76.86,36,38,4,3.3,4.8,4.0,Sudeste
CLI-10592,32,Masculino,1,Familia,90.56,35,27,6,1.3,1.3,2.9,Sudeste
CLI-10593,73,Feminino,51,Premium,74.42,19,7,6,2.2,2.4,3.5,Norte
CLI-10594,74,Masculino,40,Basico,49.79,9,79,6,3.6,3.5,4.5,Sudeste
CLI-10595,80,Feminino,12,Premium,61.27,17,68,3,1.5,4.4,4.4,Leste
CLI-10596,71,Masculino,48,Premium,29.94,40,116,7,2.5,4.4,4.0,Sudeste
CLI-10597,42,Masculino,11,Premium,65.01,2,11,4,4.6,4.5,3.8,Leste
CLI-10598,29,Feminino,4,Basico,66.23,48,41,7,4.0,1.3,1.9,Leste
CLI-10599,34,Feminino,51,Premium,34.35,16,120,7,1.5,3.9,3.2,Sul
CLI-10600,47,Masculino,18,Basico,73.68,6,106,2,4.3,1.2,3.7,Oeste
CLI-10601,79,Masculino,11,Premium,42.05,15,51,5,4.8,2.3,3.1,Norte
CLI-10602,45,Masculino,40,Familia,70.88,39,120,7,2.6,1.1,3.7,Leste
CLI-10603,59,Masculino,9,Basico,52.83,17,79,5,4.9,2.2,2.9,Sudeste
CLI-10604,63,Masculino,42,Basico,42.51,7,84,4,3.3,1.8,3.2,Sul
CLI-10605,28,Masculino,49,Familia,79.47,47,29,8,1.5,1.2,4.4,Leste
CLI-10606,78,Feminino,18,Premium,36.61,25,24,5,1.7,1.7,3.5,Leste
CLI-10607,51,Feminino,32,Basico,98.67,47,43,8,1.2,2.7,4.5,Norte
CLI-10608,26,Feminino,43,Familia,78.55,36,68,8,3.0,3.2,2.6,Sudeste
CLI-10609,57,Feminino,26,Premium,43.34,30,69,4,3.7,1.7,4.1,Sudeste
CLI-10610,44,Masculino,10,Premium,87.33,37,81,8,2.2,2.7,3.9,Leste
CLI-10611,55,Feminino,26,Basico,37.17,48,116,5,2.9,1.1,1.3,Norte
CLI-10612,60,Masculino,28,Familia,26.94,47,106,7,2.0,2.1,4.8,Norte
CLI-10613,19,Masculino,57,Basico,66.65,4,115,1,4.1,1.1,2.0,Norte
CLI-10614,34,Feminino,13,Basico,20.7,30,83,8,4.3,4.3,2.2,Norte
CLI-10615,22,Feminino,42,Premium,23.88,26,53,3,3.7,1.1,1.5,Sul
CLI-10616,73,Masculino,55,Familia,72.68,26,54,7,2.9,1.4,4.4,Oeste
CLI-10617,39,Masculino,21,Basico,94.91,22,23,4,4.8,2.9,3.4,Oeste
CLI-10618,66,Feminino,6,Basico,38.46,26,82,1,2.5,2.1,1.3,Oeste
CLI-10619,74,Masculino,15,Familia,64.28,7,12,10,3.8,3.9,2.5,Sul
CLI-10620,22,Masculino,25,Familia,52.57,30,83,5,2.8,3.4,1.3,Sul
CLI-10621,37,Feminino,2,Familia,20.66,8,109,3,2.9,3.1,3.4,Sul
CLI-10622,57,Masculino,1,Familia,62.3,44,43,9,3.9,3.3,1.8,Norte
CLI-10623,29,Masculino,50,Basico,60.75,34,23,10,2.8,2.0,3.6,Sudeste
CLI-10624,31,Feminino,10,Premium,64.03,32,72,0,1.5,1.1,3.2,Oeste
CLI-10625,70,Masculino,8,Premium,91.05,1,58,2,4.8,3.5,4.0,Leste
CLI-10626,57,Masculino,47,Basico,94.22,23,88,2,2.0,3.0,2.2,Sudeste
CLI-10627,76,Masculino,47,Basico,35.43,21,71,1,1.2,2.7,2.1,Oeste
CLI-10628,28,Feminino,12,Basico,68.89,19,9,9,2.2,4.1,4.5,Leste
CLI-10629,47,Masculino,56,Familia,47.32,39,27,1,4.1,2.7,4.5,Sudeste
CLI-10630,75,Feminino,56,Basico,30.36,6,29,4,3.6,1.5,1.9,Norte
CLI-10631,25,Feminino,57,Premium,22.08,42,112,10,4.6,5.0,2.4,Sudeste
CLI-10632,47,Feminino,2,Premium,30.73,9,79,1,4.1,2.7,4.8,Sul
CLI-10633,47,Feminino,58,Basico,57.02,49,40,3,1.1,2.4,2.3,Leste
CLI-10634,64,Feminino,7,Basico,51.34,21,76,5,1.0,3.5,3.8,Norte
CLI-10635,52,Masculino,28,Basico,98.34,47,39,8,3.0,2.8,2.1,Oeste
CLI-10636,79,Feminino,21,Familia,43.49,30,109,10,2.7,1.0,1.8,Oeste
CLI-10637,38,Feminino,13,Familia,21.27,41,97,2,1.1,1.4,4.0,Oeste
CLI-10638,75,Feminino,19,Basico,56.31,34,117,4,3.4,4.6,1.8,Sudeste
CLI-10639,34,Feminino,26,Premium,29.82,17,109,10,1.2,3.4,2.0,Norte
CLI-10640,78,Masculino,18,Premium,27.64,25,42,1,3.3,1.7,2.5,Sul
CLI-10641,60,Masculino,11,Basico,62.58,16,27,8,2.9,3.1,2.0,Oeste
CLI-10642,77,Masculino,21,Familia,28.06,44,120,1,3.7,3.3,1.4,Norte
CLI-10643,55,Masculino,22,Basico,70.71,19,74,4,4.3,4.5,2.1,Oeste
CLI-10644,75,Masculino,21,Familia,36.58,38,69,4,1.5,4.7,1.9,Oeste
CLI-10645,20,Masculino,33,Premium,91.04,4,58,0,2.6,3.2,1.2,Sudeste
CLI-10646,52,Feminino,46,Familia,61.67,26,110,0,1.0,4.7,3.8,Sul
CLI-10647,65,Feminino,51,Basico,95.91,25,57,0,5.0,2.8,1.7,Sudeste
CLI-10648,68,Feminino,38,Basico,87.5,36,44,1,1.2,2.1,3.3,Sul
CLI-10649,45,Feminino,9,Basico,79.47,16,49,1,2.8,1.4,4.4,Oeste
CLI-10650,79,Masculino,11,Basico,84.17,1,112,8,4.8,2.3,3.0,Sudeste
CLI-10651,51,Masculino,23,Basico,47.4,45,21,9,2.3,4.9,4.8,Sudeste
CLI-10652,24,Masculino,30,Basico,60.64,19,26,5,3.0,2.9,2.4,Sudeste
CLI-10653,77,Feminino,50,Familia,66.09,12,115,10,1.1,4.5,1.3,Sul
CLI-10654,72,Feminino,22,Premium,74.36,7,93,8,3.0,4.8,2.2,Leste
CLI-10655,57,Feminino,25,Basico,23.98,45,79,4,1.3,3.7,1.4,Leste
CLI-10656,43,Masculino,28,Familia,54.66,23,65,3,2.4,3.7,3.4,Norte
CLI-10657,26,Feminino,43,Basico,89.28,45,20,7,5.0,1.2,3.4,Sul
CLI-10658,29,Feminino,40,Familia,34.84,40,38,2,4.5,1.1,3.6,Leste
CLI-10659,33,Masculino,10,Basico,53.98,6,73,3,4.0,1.0,2.7,Sul
CLI-10660,34,Feminino,1,Basico,88.69,34,75,9,4.6,1.6,1.8,Leste
CLI-10661,22,Masculino,55,Basico,88.83,47,53,8,2.1,3.1,2.8,Sudeste
CLI-10662,22,Feminino,50,Premium,26.82,47,7,2,1.9,3.3,3.9,Sul
CLI-10663,67,Masculino,35,Premium,75.32,17,115,2,1.4,2.9,3.3,Sudeste
CLI-10664,35,Feminino,25,Premium,27.91,10,30,5,4.1,2.8,3.8,Sul
CLI-10665,26,Masculino,40,Basico,91.95,14,91,6,2.1,4.3,1.5,Norte
CLI-10666,30,Feminino,11,Basico,55.17,30,106,7,2.6,2.9,1.8,Norte
CLI-10667,54,Masculino,33,Basico,23.36,31,49,6,4.7,4.3,2.8,Oeste
CLI-10668,78,Masculino,42,Basico,38.36,10,69,4,1.5,1.7,4.9,Norte
CLI-10669,21,Masculino,11,Familia,39.74,47,10,3,2.9,1.3,1.8,Sudeste
CLI-10670,75,Masculino,43,Basico,71.98,35,107,2,3.7,4.9,4.1,Sudeste
CLI-10671,33,Feminino,16,Premium,79.19,35,82,0,1.5,3.7,4.6,Oeste
CLI-10672,62,Feminino,26,Premium,69.69,9,22,2,2.5,4.3,1.7,Sudeste
CLI-10673,39,Feminino,9,Basico,47.88,7,54,0,1.5,4.9,3.2,Sudeste
CLI-10674,27,Masculino,48,Familia,65.45,14,14,5,2.2,4.5,3.2,Leste
CLI-10675,37,Feminino,9,Familia,43.3,42,32,10,4.8,3.5,3.8,Norte
CLI-10676,31,Feminino,55,Premium,96.81,16,60,1,1.5,1.5,4.8,Leste
CLI-10677,74,Masculino,48,Basico,56.06,8,33,0,2.9,2.6,2.2,Sudeste
CLI-10678,62,Masculino,31,Familia,36.85,0,13,4,1.1,3.5,2.8,Oeste
CLI-10679,56,Masculino,51,Premium,67.77,9,37,10,4.7,3.1,4.9,Leste
CLI-10680,41,Feminino,55,Basico,92.98,36,71,4,2.2,3.8,1.4,Sudeste
CLI-10681,50,Masculino,42,Basico,49.15,28,95,2,2.2,2.1,4.0,Sul
CLI-10682,75,Feminino,23,Premium,42.67,24,33,0,4.3,2.5,3.2,Sul
CLI-10683,62,Masculino,15,Basico,36.45,11,88,8,1.2,1.2,2.4,Sul
CLI-10684,39,Masculino,47,Premium,96.67,25,72,10,1.8,4.0,2.0,Oeste
CLI-10685,28,Feminino,56,Premium,21.48,26,50,1,4.3,1.9,2.3,Sul
CLI-10686,70,Masculino,53,Premium,68.79,4,39,9,1.3,2.1,2.6,Sul
CLI-10687,40,Feminino,1,Premium,44.98,36,84,10,1.1,1.9,2.7,Sudeste
CLI-10688,71,Feminino,42,Premium,68.31,1,36,6,1.4,2.2,3.2,Oeste
CLI-10689,38,Feminino,23,Familia,96.22,48,29,10,1.5,2.7,2.0,Norte
CLI-10690,74,Masculino,60,Premium,30.54,42,103,5,2.6,4.1,3.0,Sudeste
CLI-10691,26,Feminino,12,Basico,56.48,38,70,0,2.9,2.5,1.4,Oeste
CLI-10692,49,Feminino,5,Basico,89.99,9,83,8,4.8,4.8,3.1,Oeste
CLI-10693,32,Masculino,22,Familia,56.29,11,54,4,3.0,1.2,4.3,Sudeste
CLI-10694,61,Masculino,48,Basico,24.28,14,100,1,2.2,1.4,3.8,Oeste
CLI-10695,21,Feminino,6,Familia,21.88,3,56,6,4.1,1.5,2.3,Norte
CLI-10696,70,Masculino,38,Familia,35.92,1,58,2,3.0,2.7,3.7,Leste
CLI-10697,18,Masculino,37,Basico,27.1,49,112,1,1.3,5.0,3.9,Leste
CLI-10698,25,Feminino,44,Familia,64.49,22,56,8,1.5,3.4,1.2,Oeste
CLI-10699,55,Masculino,32,Premium,44.09,7,43,9,1.1,1.6,4.9,Oeste
CLI-10700,36,Masculino,8,Basico,88.91,16,56,5,3.6,1.5,3.7,Leste
CLI-10701,40,Feminino,50,Familia,61.29,2,78,8,1.3,2.7,4.9,Norte
CLI-10702,77,Feminino,2,Basico,96.1,18,95,0,3.5,3.1,2.8,Sul
CLI-10703,64,Masculino,39,Basico,26.43,10,7,5,4.0,3.1,3.3,Sul
CLI-10704,54,Masculino,19,Premium,98.82,30,22,7,1.6,3.1,4.5,Leste
CLI-10705,22,Masculino,42,Familia,25.76,9,30,7,4.1,4.2,4.4,Oeste
CLI-10706,49,Masculino,21,Familia,85.63,22,88,3,4.4,1.4,4.6,Norte
CLI-10707,35,Feminino,55,Familia,40.94,12,10,2,3.9,2.5,2.8,Norte
CLI-10708,66,Feminino,24,Familia,81.66,27,115,2,3.9,2.7,4.3,Sul
CLI-10709,30,Feminino,43,Basico,36.33,20,103,2,1.5,4.6,3.0,Oeste
CLI-10710,35,Masculino,13,Familia,52.08,47,23,9,3.0,3.7,3.3,Sudeste
CLI-10711,20,Masculino,4,Familia,63.2,8,76,5,4.2,4.2,2.0,Norte
CLI-10712,70,Feminino,16,Basico,37.86,36,94,9,4.1,3.2,3.2,Sudeste
CLI-10713,41,Masculino,55,Basico,92.3,20,41,1,3.1,3.2,1.7,Leste
CLI-10714,35,Masculino,28,Basico,52.24,45,71,5,1.8,1.8,4.2,Sul
CLI-10715,37,Masculino,11,Familia,30.57,6,22,2,3.6,4.9,2.9,Oeste
CLI-10716,36,Feminino,30,Basico,56.15,32,13,7,3.6,4.6,1.9,Norte
CLI-10717,48,Feminino,56,Familia,75.28,8,31,3,1.5,2.2,5.0,Sudeste
CLI-10718,58,Feminino,37,Basico,67.81,9,70,0,2.9,1.3,4.7,Sudeste
CLI-10719,37,Masculino,9,Familia,67.23,17,76,7,4.4,2.6,2.6,Leste
CLI-10720,49,Feminino,43,Familia,99.77,32,8,8,1.5,3.3,1.0,Oeste
CLI-10721,40,Feminino,33,Premium,38.63,14,114,9,3.6,4.8,2.5,Oeste
CLI-10722,19,Masculino,12,Basico,59.82,2,71,1,3.0,3.1,3.0,Sudeste
CLI-10723,70,Masculino,53,Basico,68.82,19,42,9,1.0,3.3,3.4,Oeste
CLI-10724,79,Masculino,50,Premium,61.68,32,12,0,2.4,1.9,4.2,Leste
CLI-10725,68,Masculino,36,Premium,59.4,45,89,4,4.8,1.3,4.7,Leste
CLI-10726,80,Masculino,27,Familia,30.39,1,44,3,1.6,4.4,3.4,Sudeste
CLI-10727,79,Feminino,36,Familia,60.82,20,118,6,1.2,2.1,2.8,Leste
CLI-10728,54,Masculino,39,Basico,88.96,5,36,1,2.1,3.7,3.2,Norte
CLI-10729,29,Masculino,53,Familia,32.58,9,88,4,4.8,3.9,2.1,Norte
CLI-10730,32,Masculino,34,Familia,79.32,1,57,5,4.9,2.7,3.5,Sul
CLI-10731,30,Feminino,56,Familia,73.81,0,10,9,3.3,3.0,2.6,Norte
CLI-10732,54,Masculino,8,Basico,24.51,2,110,4,4.4,3.6,4.2,Sudeste
CLI-10733,23,Feminino,54,Familia,79.12,14,108,7,3.7,3.5,3.6,Sul
CLI-10734,75,Masculino,14,Premium,37.71,40,105,4,2.8,1.7,4.2,Leste
CLI-10735,45,Feminino,49,Basico,63.83,50,11,4,4.3,3.0,3.1,Oeste
CLI-10736,26,Feminino,30,Basico,76.67,14,54,9,1.8,2.7,4.6,Leste
CLI-10737,63,Masculino,27,Familia,41.97,47,32,10,3.4,4.8,2.7,Norte
CLI-10738,58,Feminino,14,Basico,51.55,41,26,2,2.3,3.0,4.3,Leste
CLI-10739,26,Masculino,11,Basico,99.27,38,9,5,4.4,1.6,1.6,Leste
CLI-10740,59,Feminino,54,Familia,55.77,48,25,9,3.3,2.3,2.9,Leste
CLI-10741,29,Feminino,32,Familia,40.02,20,57,8,4.5,2.7,1.4,Sul
CLI-10742,60,Feminino,42,Familia,77.38,40,41,0,2.4,2.3,3.7,Leste
CLI-10743,68,Masculino,19,Premium,37.22,35,21,0,2.5,1.8,1.3,Leste
CLI-10744,50,Masculino,43,Premium,77.2,34,104,8,2.9,5.0,2.9,Sul
CLI-10745,66,Masculino,10,Basico,62.09,42,5,5,1.1,1.6,2.8,Leste
