clienteId,idade,genero,regiao,planoAssinatura,valorMensal,tipoContrato,tempoMedioSessaoMin,diasUltimoAcesso,avaliacaoConteudoUltimoMes,visualizacoesMes
a2767466,27,Feminino,Sul,padrao,49.9,ANUAL,87,2,5,79
870f7118,41,Feminino,Norte,premium,79.9,ANUAL,25,17,2,11
a4019420,56,Masculino,Nordeste,padrao,79.9,ANUAL,28,9,3,10
abd16656,56,Masculino,Norte,padrao,29.9,MENSAL,7,51,1,3
f0314b4a,42,Feminino,Sul,padrao,49.9,MENSAL,9,23,1,3
06fe5a76,37,Masculino,Norte,basico,49.9,MENSAL,1,54,1,2
ab76c9f4,62,Feminino,Nordeste,padrao,49.9,MENSAL,3,46,1,2
d05cf0da,37,Masculino,Centro-Oeste,basico,29.9,ANUAL,25,19,3,14
8fd64d09,55,Masculino,Norte,padrao,29.9,MENSAL,24,19,2,5
b68d46ac,68,Feminino,Sudeste,basico,29.9,MENSAL,0,30,1,2
13f4348f,19,Feminino,Sul,padrao,49.9,ANUAL,69,3,4,47
8b6fdad0,68,Masculino,Norte,basico,29.9,MENSAL,9,50,1,2
383c6d17,30,Masculino,Norte,premium,49.9,ANUAL,94,0,4,91
4a20dd5e,70,Feminino,Centro-Oeste,premium,49.9,ANUAL,83,3,5,59
d37b43fe,29,Masculino,Sudeste,padrao,49.9,ANUAL,67,3,4,48
42ad9787,62,Feminino,Nordeste,premium,79.9,ANUAL,105,3,5,81
4a1877a7,21,Feminino,Sul,basico,49.9,MENSAL,7,15,1,1
2c55a83e,54,Masculino,Centro-Oeste,basico,49.9,MENSAL,9,47,1,1
1da531b5,25,Masculino,Nordeste,padrao,49.9,MENSAL,9,60,1,3
fef790dd,31,Feminino,Sudeste,premium,79.9,ANUAL,96,2,5,67
67aba469,20,Masculino,Nordeste,premium,49.9,ANUAL,13,20,3,7
6f7a6aa2,35,Masculino,Centro-Oeste,premium,49.9,ANUAL,109,3,4,66
7f788cfc,30,Masculino,Sul,basico,49.9,ANUAL,18,19,3,8
94b3b904,61,Masculino,Norte,premium,29.9,MENSAL,12,14,3,10
8171587e,19,Feminino,Norte,padrao,49.9,MENSAL,7,45,1,4
579dae3a,36,Masculino,Centro-Oeste,padrao,79.9,ANUAL,108,1,4,94
58531366,53,Feminino,Sudeste,padrao,79.9,ANUAL,112,1,5,26
dfa07672,22,Masculino,Sudeste,padrao,49.9,MENSAL,12,18,3,12
63fa3a43,63,Feminino,Sul,basico,49.9,MENSAL,4,41,1,3
bc7770e3,44,Feminino,Sul,premium,79.9,ANUAL,52,0,5,74
ffa2ab20,30,Masculino,Sul,padrao,29.9,ANUAL,21,17,2,10
3ecebe0b,58,Feminino,Norte,basico,49.9,MENSAL,27,8,3,9
8a5fb3f3,59,Masculino,Norte,padrao,49.9,ANUAL,29,17,3,12
f3a9963a,38,Masculino,Sudeste,padrao,79.9,ANUAL,90,3,4,98
926092b0,29,Masculino,Norte,padrao,29.9,MENSAL,1,27,1,5
a4fa9829,18,Feminino,Nordeste,premium,79.9,ANUAL,46,1,4,27
99019381,56,Masculino,Nordeste,basico,29.9,MENSAL,6,16,1,0
3d2f0bbb,45,Feminino,Centro-Oeste,premium,79.9,ANUAL,19,17,2,15
c6d4c35a,27,Feminino,Norte,premium,29.9,ANUAL,13,19,2,6
5deece2a,51,Masculino,Nordeste,basico,49.9,MENSAL,6,22,1,5
7f00d23a,56,Feminino,Centro-Oeste,premium,29.9,MENSAL,28,19,2,7
0e432fb4,23,Masculino,Nordeste,basico,49.9,MENSAL,0,43,1,3
2dcb78a2,53,Feminino,Sudeste,padrao,49.9,ANUAL,104,1,4,64
eb415e48,50,Masculino,Sul,premium,79.9,ANUAL,78,1,5,58
b05d5178,59,Feminino,Nordeste,premium,79.9,ANUAL,51,1,4,31
345b99b1,31,Feminino,Sul,padrao,49.9,ANUAL,95,0,4,78
6426346f,28,Masculino,Sudeste,premium,79.9,MENSAL,16,16,3,12
2d0dce2f,51,Feminino,Nordeste,padrao,49.9,MENSAL,5,42,1,5
7f82c3c5,59,Feminino,Sul,padrao,49.9,ANUAL,72,3,4,85
aea3ac6a,35,Masculino,Sul,premium,49.9,MENSAL,19,15,2,9
6ce8a439,48,Masculino,Centro-Oeste,basico,79.9,ANUAL,25,18,3,12
334f7819,37,Masculino,Centro-Oeste,padrao,79.9,ANUAL,103,0,4,94
d58afa2b,29,Feminino,Nordeste,padrao,49.9,ANUAL,104,3,4,76
0642c8dd,25,Masculino,Sul,basico,49.9,MENSAL,22,7,3,10
c3643185,42,Feminino,Nordeste,premium,79.9,ANUAL,81,3,4,21
71c8e588,67,Masculino,Nordeste,basico,49.9,MENSAL,7,36,1,5
48e39219,32,Feminino,Centro-Oeste,premium,79.9,ANUAL,83,3,4,28
1b72bfe0,63,Masculino,Nordeste,padrao,49.9,ANUAL,101,0,4,74
0d922dff,48,Masculino,Sudeste,premium,29.9,ANUAL,10,12,3,12
a02770fa,35,Feminino,Norte,premium,49.9,ANUAL,46,1,5,37
388ceb7f,25,Masculino,Norte,basico,49.9,ANUAL,11,10,3,7
b512c206,36,Feminino,Sudeste,basico,29.9,MENSAL,10,32,1,1
381c70f6,68,Feminino,Centro-Oeste,premium,79.9,ANUAL,93,0,4,60
80a1de33,43,Masculino,Nordeste,premium,79.9,ANUAL,107,3,5,60
a0d1113c,61,Masculino,Sudeste,padrao,79.9,ANUAL,105,2,5,77
1c254fad,49,Masculino,Sul,padrao,49.9,ANUAL,100,3,5,22
9f6a71ce,59,Masculino,Centro-Oeste,basico,49.9,MENSAL,1,43,1,4
ad9a5d8f,22,Masculino,Centro-Oeste,padrao,49.9,MENSAL,2,23,1,3
7cd77b1c,27,Masculino,Sul,padrao,29.9,MENSAL,5,58,1,3
5ba9fb4d,68,Masculino,Norte,padrao,79.9,ANUAL,54,2,5,34
10b4d975,36,Masculino,Sudeste,padrao,49.9,MENSAL,8,50,1,1
3af732cb,44,Feminino,Centro-Oeste,premium,79.9,ANUAL,102,3,5,100
027937da,68,Masculino,Centro-Oeste,padrao,79.9,ANUAL,82,1,4,47
e9b1ea27,31,Feminino,Norte,premium,49.9,MENSAL,23,18,2,12
83063617,26,Feminino,Norte,padrao,29.9,MENSAL,17,19,2,11
26923e59,65,Masculino,Sudeste,premium,49.9,ANUAL,119,2,5,52
38dcba37,52,Masculino,Sul,padrao,29.9,MENSAL,4,54,1,5
bd80b321,63,Masculino,Sul,premium,29.9,MENSAL,11,20,2,12
70cc5655,58,Feminino,Centro-Oeste,padrao,29.9,MENSAL,7,34,1,3
272632e7,21,Feminino,Norte,padrao,49.9,ANUAL,27,17,2,15
6f71810b,55,Feminino,Norte,basico,29.9,MENSAL,27,18,3,11
bee1731b,60,Feminino,Sul,padrao,49.9,MENSAL,9,59,1,3
7c6425af,27,Feminino,Nordeste,basico,49.9,MENSAL,10,16,2,10
69744b73,54,Masculino,Centro-Oeste,basico,49.9,ANUAL,29,18,2,15
f32925f3,19,Masculino,Centro-Oeste,padrao,79.9,ANUAL,54,3,4,30
59677ec4,59,Masculino,Sul,padrao,49.9,ANUAL,46,1,5,74
2f13fdd7,59,Masculino,Sul,padrao,79.9,ANUAL,85,0,5,47
d590a054,58,Feminino,Sul,padrao,29.9,MENSAL,3,52,1,2
fe5802a9,55,Masculino,Norte,basico,29.9,MENSAL,3,15,1,2
9d469902,31,Feminino,Sul,premium,49.9,ANUAL,117,1,5,32
29ea119d,55,Masculino,Nordeste,padrao,49.9,ANUAL,95,3,5,67
1f467988,52,Masculino,Nordeste,padrao,49.9,MENSAL,15,10,2,15
d923ef9f,38,Feminino,Centro-Oeste,premium,49.9,ANUAL,56,3,4,53
bffb969b,46,Feminino,Sul,basico,29.9,MENSAL,8,15,1,0
9030f551,20,Feminino,Sul,padrao,29.9,ANUAL,14,15,3,7
456bd641,29,Masculino,Norte,basico,79.9,MENSAL,23,9,2,7
2082c11c,21,Feminino,Nordeste,basico,29.9,MENSAL,3,54,1,4
f724a88d,49,Feminino,Nordeste,basico,49.9,MENSAL,10,39,1,4
341c05f5,32,Feminino,Sudeste,padrao,49.9,ANUAL,86,2,5,42
44ce3957,23,Masculino,Centro-Oeste,padrao,79.9,ANUAL,96,3,5,48
0860a76e,27,Feminino,Sul,padrao,49.9,ANUAL,87,2,5,79
fd276dd3,41,Feminino,Norte,premium,79.9,ANUAL,25,17,2,11
f71bceca,56,Masculino,Nordeste,padrao,79.9,ANUAL,28,9,3,10
33cce6cb,56,Masculino,Norte,padrao,29.9,MENSAL,7,51,1,3
88a13684,42,Feminino,Sul,padrao,49.9,MENSAL,9,23,1,3
9d2b04e1,37,Masculino,Norte,basico,49.9,MENSAL,1,54,1,2
8ddfec3c,62,Feminino,Nordeste,padrao,49.9,MENSAL,3,46,1,2
f3393b5e,37,Masculino,Centro-Oeste,basico,29.9,ANUAL,25,19,3,14
84c5031b,55,Masculino,Norte,padrao,29.9,MENSAL,24,19,2,5
99e7a785,68,Feminino,Sudeste,basico,29.9,MENSAL,0,30,1,2
97711478,19,Feminino,Sul,padrao,49.9,ANUAL,69,3,4,47
487a4ab7,68,Masculino,Norte,basico,29.9,MENSAL,9,50,1,2
aa7fdd5e,30,Masculino,Norte,premium,49.9,ANUAL,94,0,4,91
8b0767e2,70,Feminino,Centro-Oeste,premium,49.9,ANUAL,83,3,5,59
a6e71a32,29,Masculino,Sudeste,padrao,49.9,ANUAL,67,3,4,48
3ab363a4,62,Feminino,Nordeste,premium,79.9,ANUAL,105,3,5,81
4e5a5fcf,21,Feminino,Sul,basico,49.9,MENSAL,7,15,1,1
77f2cb13,54,Masculino,Centro-Oeste,basico,49.9,MENSAL,9,47,1,1
61561738,25,Masculino,Nordeste,padrao,49.9,MENSAL,9,60,1,3
77fefb85,31,Feminino,Sudeste,premium,79.9,ANUAL,96,2,5,67
4b8185d1,20,Masculino,Nordeste,premium,49.9,ANUAL,13,20,3,7
52eb35f4,35,Masculino,Centro-Oeste,premium,49.9,ANUAL,109,3,4,66
2b666a3b,30,Masculino,Sul,basico,49.9,ANUAL,18,19,3,8
a2ba6f66,61,Masculino,Norte,premium,29.9,MENSAL,12,14,3,10
0f324aae,19,Feminino,Norte,padrao,49.9,MENSAL,7,45,1,4
0e4fa394,36,Masculino,Centro-Oeste,padrao,79.9,ANUAL,108,1,4,94
a7254c41,53,Feminino,Sudeste,padrao,79.9,ANUAL,112,1,5,26
99023df9,22,Masculino,Sudeste,padrao,49.9,MENSAL,12,18,3,12
07787535,63,Feminino,Sul,basico,49.9,MENSAL,4,41,1,3
ea6c74b7,44,Feminino,Sul,premium,79.9,ANUAL,52,0,5,74
ccf00a7d,30,Masculino,Sul,padrao,29.9,ANUAL,21,17,2,10
43e31a76,58,Feminino,Norte,basico,49.9,MENSAL,27,8,3,9
83a99341,59,Masculino,Norte,padrao,49.9,ANUAL,29,17,3,12
118f08de,38,Masculino,Sudeste,padrao,79.9,ANUAL,90,3,4,98
79b6c394,29,Masculino,Norte,padrao,29.9,MENSAL,1,27,1,5
8178b626,18,Feminino,Nordeste,premium,79.9,ANUAL,46,1,4,27
747db2fc,56,Masculino,Nordeste,basico,29.9,MENSAL,6,16,1,0
a59daa89,45,Feminino,Centro-Oeste,premium,79.9,ANUAL,19,17,2,15
162ca90d,27,Feminino,Norte,premium,29.9,ANUAL,13,19,2,6
8385626c,51,Masculino,Nordeste,basico,49.9,MENSAL,6,22,1,5
d511bc48,56,Feminino,Centro-Oeste,premium,29.9,MENSAL,28,19,2,7
7714c857,23,Masculino,Nordeste,basico,49.9,MENSAL,0,43,1,3
c30cf35b,53,Feminino,Sudeste,padrao,49.9,ANUAL,104,1,4,64
2200d1b3,50,Masculino,Sul,premium,79.9,ANUAL,78,1,5,58
954af84f,59,Feminino,Nordeste,premium,79.9,ANUAL,51,1,4,31
2b4ba3ed,31,Feminino,Sul,padrao,49.9,ANUAL,95,0,4,78
181d0b04,28,Masculino,Sudeste,premium,79.9,MENSAL,16,16,3,12
8d86da35,51,Feminino,Nordeste,padrao,49.9,MENSAL,5,42,1,5
8d106899,59,Feminino,Sul,padrao,49.9,ANUAL,72,3,4,85
e47c96fa,35,Masculino,Sul,premium,49.9,MENSAL,19,15,2,9
fc3e1311,48,Masculino,Centro-Oeste,basico,79.9,ANUAL,25,18,3,12
60d717d4,37,Masculino,Centro-Oeste,padrao,79.9,ANUAL,103,0,4,94
8a03197f,29,Feminino,Nordeste,padrao,49.9,ANUAL,104,3,4,76
7cdbf34d,25,Masculino,Sul,basico,49.9,MENSAL,22,7,3,10
685508d9,42,Feminino,Nordeste,premium,79.9,ANUAL,81,3,4,21
fe466e1b,67,Masculino,Nordeste,basico,49.9,MENSAL,7,36,1,5
e0258b29,32,Feminino,Centro-Oeste,premium,79.9,ANUAL,83,3,4,28
f7cb2ca9,63,Masculino,Nordeste,padrao,49.9,ANUAL,101,0,4,74
c0d84c71,48,Masculino,Sudeste,premium,29.9,ANUAL,10,12,3,12
9d8c424e,35,Feminino,Norte,premium,49.9,ANUAL,46,1,5,37
2ada072d,25,Masculino,Norte,basico,49.9,ANUAL,11,10,3,7
e69d5562,36,Feminino,Sudeste,basico,29.9,MENSAL,10,32,1,1
88f64e77,68,Feminino,Centro-Oeste,premium,79.9,ANUAL,93,0,4,60
00e2f44b,43,Masculino,Nordeste,premium,79.9,ANUAL,107,3,5,60
7e5fd077,61,Masculino,Sudeste,padrao,79.9,ANUAL,105,2,5,77
41a30f51,49,Masculino,Sul,padrao,49.9,ANUAL,100,3,5,22
cad85a35,59,Masculino,Centro-Oeste,basico,49.9,MENSAL,1,43,1,4
68c0929f,22,Masculino,Centro-Oeste,padrao,49.9,MENSAL,2,23,1,3
d340e06d,27,Masculino,Sul,padrao,29.9,MENSAL,5,58,1,3
0ac83dde,68,Masculino,Norte,padrao,79.9,ANUAL,54,2,5,34
5a2b4566,36,Masculino,Sudeste,padrao,49.9,MENSAL,8,50,1,1
59a951ad,44,Feminino,Centro-Oeste,premium,79.9,ANUAL,102,3,5,100
01b39ea3,68,Masculino,Centro-Oeste,padrao,79.9,ANUAL,82,1,4,47
5e02962c,31,Feminino,Norte,premium,49.9,MENSAL,23,18,2,12
34d2b819,26,Feminino,Norte,padrao,29.9,MENSAL,17,19,2,11
972fea40,65,Masculino,Sudeste,premium,49.9,ANUAL,119,2,5,52
4bf63130,52,Masculino,Sul,padrao,29.9,MENSAL,4,54,1,5
d7c8647a,63,Masculino,Sul,premium,29.9,MENSAL,11,20,2,12
e7bfe7cd,58,Feminino,Centro-Oeste,padrao,29.9,MENSAL,7,34,1,3
ac02488f,21,Feminino,Norte,padrao,49.9,ANUAL,27,17,2,15
e0d830d8,55,Feminino,Norte,basico,29.9,MENSAL,27,18,3,11
70059004,60,Feminino,Sul,padrao,49.9,MENSAL,9,59,1,3
ca0b1491,27,Feminino,Nordeste,basico,49.9,MENSAL,10,16,2,10
211afeb9,54,Masculino,Centro-Oeste,basico,49.9,ANUAL,29,18,2,15
67eb1838,19,Masculino,Centro-Oeste,padrao,79.9,ANUAL,54,3,4,30
c97d5651,59,Masculino,Sul,padrao,49.9,ANUAL,46,1,5,74
f6b098e1,59,Masculino,Sul,padrao,79.9,ANUAL,85,0,5,47
463f317a,58,Feminino,Sul,padrao,29.9,MENSAL,3,52,1,2
30530e1c,55,Masculino,Norte,basico,29.9,MENSAL,3,15,1,2
110c7314,31,Feminino,Sul,premium,49.9,ANUAL,117,1,5,32
8c219f31,55,Masculino,Nordeste,padrao,49.9,ANUAL,95,3,5,67
3a306c46,52,Masculino,Nordeste,padrao,49.9,MENSAL,15,10,2,15
c2241547,38,Feminino,Centro-Oeste,premium,49.9,ANUAL,56,3,4,53
e5b22cd0,46,Feminino,Sul,basico,29.9,MENSAL,8,15,1,0
28a8ef4a,20,Feminino,Sul,padrao,29.9,ANUAL,14,15,3,7
eb28833d,29,Masculino,Norte,basico,79.9,MENSAL,23,9,2,7
950370ba,21,Feminino,Nordeste,basico,29.9,MENSAL,3,54,1,4
594f4123,49,Feminino,Nordeste,basico,49.9,MENSAL,10,39,1,4
30eee4d9,32,Feminino,Sudeste,padrao,49.9,ANUAL,86,2,5,42
3b4c10ef,23,Masculino,Centro-Oeste,padrao,79.9,ANUAL,96,3,5,48
0cf0756e,27,Feminino,Sul,padrao,49.9,ANUAL,87,2,5,79
95701f2c,41,Feminino,Norte,premium,79.9,ANUAL,25,17,2,11
cc810ce9,56,Masculino,Nordeste,padrao,79.9,ANUAL,28,9,3,10
a2b8ed15,56,Masculino,Norte,padrao,29.9,MENSAL,7,51,1,3
d76ba0e8,42,Feminino,Sul,padrao,49.9,MENSAL,9,23,1,3
d7953ca7,37,Masculino,Norte,basico,49.9,MENSAL,1,54,1,2
bcc50fc8,62,Feminino,Nordeste,padrao,49.9,MENSAL,3,46,1,2
e0fc53d7,37,Masculino,Centro-Oeste,basico,29.9,ANUAL,25,19,3,14
ce463b8c,55,Masculino,Norte,padrao,29.9,MENSAL,24,19,2,5
77b537ba,68,Feminino,Sudeste,basico,29.9,MENSAL,0,30,1,2
d2fe64a6,19,Feminino,Sul,padrao,49.9,ANUAL,69,3,4,47
50bad347,68,Masculino,Norte,basico,29.9,MENSAL,9,50,1,2
1143f3e9,30,Masculino,Norte,premium,49.9,ANUAL,94,0,4,91
3746b869,70,Feminino,Centro-Oeste,premium,49.9,ANUAL,83,3,5,59
053f5f65,29,Masculino,Sudeste,padrao,49.9,ANUAL,67,3,4,48
1cd0b114,62,Feminino,Nordeste,premium,79.9,ANUAL,105,3,5,81
cff6beeb,21,Feminino,Sul,basico,49.9,MENSAL,7,15,1,1
ad407209,54,Masculino,Centro-Oeste,basico,49.9,MENSAL,9,47,1,1
7f4b9783,25,Masculino,Nordeste,padrao,49.9,MENSAL,9,60,1,3
0563384d,31,Feminino,Sudeste,premium,79.9,ANUAL,96,2,5,67
09b73ea6,20,Masculino,Nordeste,premium,49.9,ANUAL,13,20,3,7
a853c21e,35,Masculino,Centro-Oeste,premium,49.9,ANUAL,109,3,4,66
91f7a56d,30,Masculino,Sul,basico,49.9,ANUAL,18,19,3,8
44d10bd0,61,Masculino,Norte,premium,29.9,MENSAL,12,14,3,10
23859ca0,19,Feminino,Norte,padrao,49.9,MENSAL,7,45,1,4
5b848b2e,36,Masculino,Centro-Oeste,padrao,79.9,ANUAL,108,1,4,94
92ee53ae,53,Feminino,Sudeste,padrao,79.9,ANUAL,112,1,5,26
e2076303,22,Masculino,Sudeste,padrao,49.9,MENSAL,12,18,3,12
c1ae7bbf,63,Feminino,Sul,basico,49.9,MENSAL,4,41,1,3
9b7c7263,44,Feminino,Sul,premium,79.9,ANUAL,52,0,5,74
ca2e947e,30,Masculino,Sul,padrao,29.9,ANUAL,21,17,2,10
3d749b42,58,Feminino,Norte,basico,49.9,MENSAL,27,8,3,9
239067a4,59,Masculino,Norte,padrao,49.9,ANUAL,29,17,3,12
d0d3a3b7,38,Masculino,Sudeste,padrao,79.9,ANUAL,90,3,4,98
791da73d,29,Masculino,Norte,padrao,29.9,MENSAL,1,27,1,5
91ecf1d3,18,Feminino,Nordeste,premium,79.9,ANUAL,46,1,4,27
94e8f445,56,Masculino,Nordeste,basico,29.9,MENSAL,6,16,1,0
aabfb661,45,Feminino,Centro-Oeste,premium,79.9,ANUAL,19,17,2,15
793f2b8d,27,Feminino,Norte,premium,29.9,ANUAL,13,19,2,6
efed38d8,51,Masculino,Nordeste,basico,49.9,MENSAL,6,22,1,5
135fee33,56,Feminino,Centro-Oeste,premium,29.9,MENSAL,28,19,2,7
4ae952b1,23,Masculino,Nordeste,basico,49.9,MENSAL,0,43,1,3
5ad2ed4c,53,Feminino,Sudeste,padrao,49.9,ANUAL,104,1,4,64
8e860e5a,50,Masculino,Sul,premium,79.9,ANUAL,78,1,5,58
57a8a62d,59,Feminino,Nordeste,premium,79.9,ANUAL,51,1,4,31
68adefd7,31,Feminino,Sul,padrao,49.9,ANUAL,95,0,4,78
03425f3a,28,Masculino,Sudeste,premium,79.9,MENSAL,16,16,3,12
bac4d829,51,Feminino,Nordeste,padrao,49.9,MENSAL,5,42,1,5
ead2a175,59,Feminino,Sul,padrao,49.9,ANUAL,72,3,4,85
0a00e574,35,Masculino,Sul,premium,49.9,MENSAL,19,15,2,9
8289e12a,48,Masculino,Centro-Oeste,basico,79.9,ANUAL,25,18,3,12
2fe63cfc,37,Masculino,Centro-Oeste,padrao,79.9,ANUAL,103,0,4,94
0a6e5572,29,Feminino,Nordeste,padrao,49.9,ANUAL,104,3,4,76
39c258e5,25,Masculino,Sul,basico,49.9,MENSAL,22,7,3,10
cc000e15,42,Feminino,Nordeste,premium,79.9,ANUAL,81,3,4,21
3b13cae5,67,Masculino,Nordeste,basico,49.9,MENSAL,7,36,1,5
f390892e,32,Feminino,Centro-Oeste,premium,79.9,ANUAL,83,3,4,28
21dc5218,63,Masculino,Nordeste,padrao,49.9,ANUAL,101,0,4,74
7c90e026,48,Masculino,Sudeste,premium,29.9,ANUAL,10,12,3,12
e00992de,35,Feminino,Norte,premium,49.9,ANUAL,46,1,5,37
08d96bec,25,Masculino,Norte,basico,49.9,ANUAL,11,10,3,7
c0ec8286,36,Feminino,Sudeste,basico,29.9,MENSAL,10,32,1,1
b6b6a1b2,68,Feminino,Centro-Oeste,premium,79.9,ANUAL,93,0,4,60
fcae1f2b,43,Masculino,Nordeste,premium,79.9,ANUAL,107,3,5,60
6fa3c006,61,Masculino,Sudeste,padrao,79.9,ANUAL,105,2,5,77
ede5a2ab,49,Masculino,Sul,padrao,49.9,ANUAL,100,3,5,22
0a58465d,59,Masculino,Centro-Oeste,basico,49.9,MENSAL,1,43,1,4
0f6ddcd2,22,Masculino,Centro-Oeste,padrao,49.9,MENSAL,2,23,1,3
05282fd3,27,Masculino,Sul,padrao,29.9,MENSAL,5,58,1,3
fdd0ac87,68,Masculino,Norte,padrao,79.9,ANUAL,54,2,5,34
552112d1,36,Masculino,Sudeste,padrao,49.9,MENSAL,8,50,1,1
a7a693a0,44,Feminino,Centro-Oeste,premium,79.9,ANUAL,102,3,5,100
e0e4f1c1,68,Masculino,Centro-Oeste,padrao,79.9,ANUAL,82,1,4,47
a7e891e3,31,Feminino,Norte,premium,49.9,MENSAL,23,18,2,12
3c6db71d,26,Feminino,Norte,padrao,29.9,MENSAL,17,19,2,11
482bd235,65,Masculino,Sudeste,premium,49.9,ANUAL,119,2,5,52
43e8f56f,52,Masculino,Sul,padrao,29.9,MENSAL,4,54,1,5
89f93753,63,Masculino,Sul,premium,29.9,MENSAL,11,20,2,12
b18ab846,58,Feminino,Centro-Oeste,padrao,29.9,MENSAL,7,34,1,3
01050455,21,Feminino,Norte,padrao,49.9,ANUAL,27,17,2,15
321329c3,55,Feminino,Norte,basico,29.9,MENSAL,27,18,3,11
f44f8551,60,Feminino,Sul,padrao,49.9,MENSAL,9,59,1,3
f8fd6bc5,27,Feminino,Nordeste,basico,49.9,MENSAL,10,16,2,10
f7134b0b,54,Masculino,Centro-Oeste,basico,49.9,ANUAL,29,18,2,15
de96fea4,19,Masculino,Centro-Oeste,padrao,79.9,ANUAL,54,3,4,30
3bb527a7,59,Masculino,Sul,padrao,49.9,ANUAL,46,1,5,74
b85dd570,59,Masculino,Sul,padrao,79.9,ANUAL,85,0,5,47
3ed4bf6b,58,Feminino,Sul,padrao,29.9,MENSAL,3,52,1,2
c9d05f8b,55,Masculino,Norte,basico,29.9,MENSAL,3,15,1,2
7af4e568,31,Feminino,Sul,premium,49.9,ANUAL,117,1,5,32
57252008,55,Masculino,Nordeste,padrao,49.9,ANUAL,95,3,5,67
1e2ff3bd,52,Masculino,Nordeste,padrao,49.9,MENSAL,15,10,2,15
cbd7162d,38,Feminino,Centro-Oeste,premium,49.9,ANUAL,56,3,4,53
b9422f3a,46,Feminino,Sul,basico,29.9,MENSAL,8,15,1,0
79ede606,20,Feminino,Sul,padrao,29.9,ANUAL,14,15,3,7
e1b0d1f9,29,Masculino,Norte,basico,79.9,MENSAL,23,9,2,7
c0577fdd,21,Feminino,Nordeste,basico,29.9,MENSAL,3,54,1,4
25eb7f90,49,Feminino,Nordeste,basico,49.9,MENSAL,10,39,1,4
d436954e,32,Feminino,Sudeste,padrao,49.9,ANUAL,86,2,5,42
e243ee01,23,Masculino,Centro-Oeste,padrao,79.9,ANUAL,96,3,5,48
764dbb20,27,Feminino,Sul,padrao,49.9,ANUAL,87,2,5,79
c678f4ad,41,Feminino,Norte,premium,79.9,ANUAL,25,17,2,11
e6ece4d6,56,Masculino,Nordeste,padrao,79.9,ANUAL,28,9,3,10
274b74d2,56,Masculino,Norte,padrao,29.9,MENSAL,7,51,1,3
a6b1a82a,42,Feminino,Sul,padrao,49.9,MENSAL,9,23,1,3
8186b34b,37,Masculino,Norte,basico,49.9,MENSAL,1,54,1,2
aaf39d26,62,Feminino,Nordeste,padrao,49.9,MENSAL,3,46,1,2
e1699a9d,37,Masculino,Centro-Oeste,basico,29.9,ANUAL,25,19,3,14
9a155e5b,55,Masculino,Norte,padrao,29.9,MENSAL,24,19,2,5
9761cb47,68,Feminino,Sudeste,basico,29.9,MENSAL,0,30,1,2
ca401e55,19,Feminino,Sul,padrao,49.9,ANUAL,69,3,4,47
a10573a5,68,Masculino,Norte,basico,29.9,MENSAL,9,50,1,2
d46c893c,30,Masculino,Norte,premium,49.9,ANUAL,94,0,4,91
83de6753,70,Feminino,Centro-Oeste,premium,49.9,ANUAL,83,3,5,59
c04bacbd,29,Masculino,Sudeste,padrao,49.9,ANUAL,67,3,4,48
706dbfac,62,Feminino,Nordeste,premium,79.9,ANUAL,105,3,5,81
b871cb84,21,Feminino,Sul,basico,49.9,MENSAL,7,15,1,1
41891591,54,Masculino,Centro-Oeste,basico,49.9,MENSAL,9,47,1,1
aaff3730,25,Masculino,Nordeste,padrao,49.9,MENSAL,9,60,1,3
a1bbccf0,31,Feminino,Sudeste,premium,79.9,ANUAL,96,2,5,67
7acf2e1f,20,Masculino,Nordeste,premium,49.9,ANUAL,13,20,3,7
2bb05e5b,35,Masculino,Centro-Oeste,premium,49.9,ANUAL,109,3,4,66
eb31a203,30,Masculino,Sul,basico,49.9,ANUAL,18,19,3,8
1b05fdc0,61,Masculino,Norte,premium,29.9,MENSAL,12,14,3,10
fc7334a7,19,Feminino,Norte,padrao,49.9,MENSAL,7,45,1,4
88ce63c9,36,Masculino,Centro-Oeste,padrao,79.9,ANUAL,108,1,4,94
8057158d,53,Feminino,Sudeste,padrao,79.9,ANUAL,112,1,5,26
6f2c407d,22,Masculino,Sudeste,padrao,49.9,MENSAL,12,18,3,12
0c4d0ac4,63,Feminino,Sul,basico,49.9,MENSAL,4,41,1,3
9128a86c,44,Feminino,Sul,premium,79.9,ANUAL,52,0,5,74
c37b2212,30,Masculino,Sul,padrao,29.9,ANUAL,21,17,2,10
3a394a8a,58,Feminino,Norte,basico,49.9,MENSAL,27,8,3,9
f4bee680,59,Masculino,Norte,padrao,49.9,ANUAL,29,17,3,12
612d8d24,38,Masculino,Sudeste,padrao,79.9,ANUAL,90,3,4,98
0a87b97c,29,Masculino,Norte,padrao,29.9,MENSAL,1,27,1,5
bc2e2a73,18,Feminino,Nordeste,premium,79.9,ANUAL,46,1,4,27
e0a393c6,56,Masculino,Nordeste,basico,29.9,MENSAL,6,16,1,0
b6c24752,45,Feminino,Centro-Oeste,premium,79.9,ANUAL,19,17,2,15
10472d8b,27,Feminino,Norte,premium,29.9,ANUAL,13,19,2,6
0df22b5e,51,Masculino,Nordeste,basico,49.9,MENSAL,6,22,1,5
d99f6867,56,Feminino,Centro-Oeste,premium,29.9,MENSAL,28,19,2,7
2cc3393b,23,Masculino,Nordeste,basico,49.9,MENSAL,0,43,1,3
