clienteId,idade,genero,regiao,valorMensal,tempoAssinaturaMeses,diasUltimoAcesso,avaliacaoPlataforma,avaliacaoConteudoMedia,avaliacaoConteudoUltimoMes,tempoMedioSessaoMin,planoAssinatura,metodoPagamento,dispositivoPrincipal,visualizacoesMes,contatosSuporte,tipoContrato,categoriaFavorita,acessibilidade
LOAD-00493,46,Simulado,Nuvem,59.90,12,2,4.8,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00494,72,Simulado,Nuvem,59.90,12,34,2.1,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00495,70,Simulado,Nuvem,59.90,12,4,4.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00496,30,Simulado,Nuvem,59.90,12,8,4.8,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00497,65,Simulado,Nuvem,59.90,12,2,4.8,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00498,30,Simulado,Nuvem,59.90,12,47,3.3,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00499,72,Simulado,Nuvem,59.90,12,0,4.7,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00500,44,Simulado,Nuvem,59.90,12,3,4.1,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00501,38,Simulado,Nuvem,59.90,12,10,4.8,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00502,71,Simulado,Nuvem,59.90,12,56,1.7,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00503,54,Simulado,Nuvem,59.90,12,0,4.9,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00504,48,Simulado,Nuvem,59.90,12,5,4.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00505,47,Simulado,Nuvem,59.90,12,37,1.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00506,35,Simulado,Nuvem,59.90,12,1,4.4,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00507,20,Simulado,Nuvem,59.90,12,53,1.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00508,40,Simulado,Nuvem,59.90,12,1,4.6,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00509,21,Simulado,Nuvem,59.90,12,5,4.9,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00510,56,Simulado,Nuvem,59.90,12,10,4.3,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00511,53,Simulado,Nuvem,59.90,12,29,2.0,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00512,23,Simulado,Nuvem,59.90,12,19,1.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00513,36,Simulado,Nuvem,59.90,12,30,2.6,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00514,73,Simulado,Nuvem,59.90,12,5,4.3,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00515,69,Simulado,Nuvem,59.90,12,4,4.9,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00516,77,Simulado,Nuvem,59.90,12,4,4.3,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00517,38,Simulado,Nuvem,59.90,12,45,2.3,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00518,41,Simulado,Nuvem,59.90,12,9,4.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00519,55,Simulado,Nuvem,59.90,12,5,4.4,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00520,39,Simulado,Nuvem,59.90,12,3,4.4,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00521,44,Simulado,Nuvem,59.90,12,16,3.0,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00522,27,Simulado,Nuvem,59.90,12,0,4.1,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00523,62,Simulado,Nuvem,59.90,12,2,4.4,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00524,72,Simulado,Nuvem,59.90,12,6,4.4,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00525,77,Simulado,Nuvem,59.90,12,27,1.8,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00526,30,Simulado,Nuvem,59.90,12,8,4.4,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00527,33,Simulado,Nuvem,59.90,12,0,5.0,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00528,21,Simulado,Nuvem,59.90,12,44,1.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00529,56,Simulado,Nuvem,59.90,12,0,4.8,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00530,28,Simulado,Nuvem,59.90,12,20,3.3,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00531,72,Simulado,Nuvem,59.90,12,35,1.6,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00532,32,Simulado,Nuvem,59.90,12,3,4.8,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00533,61,Simulado,Nuvem,59.90,12,17,2.9,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00534,20,Simulado,Nuvem,59.90,12,6,4.6,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00535,67,Simulado,Nuvem,59.90,12,5,4.7,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00536,58,Simulado,Nuvem,59.90,12,6,4.4,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00537,38,Simulado,Nuvem,59.90,12,5,4.8,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00538,42,Simulado,Nuvem,59.90,12,1,4.7,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00539,36,Simulado,Nuvem,59.90,12,5,4.7,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00540,65,Simulado,Nuvem,59.90,12,6,4.6,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00541,30,Simulado,Nuvem,59.90,12,10,4.3,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00542,50,Simulado,Nuvem,59.90,12,9,4.8,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00543,39,Simulado,Nuvem,59.90,12,7,4.9,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00544,25,Simulado,Nuvem,59.90,12,24,1.3,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00545,26,Simulado,Nuvem,59.90,12,1,4.9,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00546,35,Simulado,Nuvem,59.90,12,7,4.3,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00547,55,Simulado,Nuvem,59.90,12,30,1.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00548,49,Simulado,Nuvem,59.90,12,5,4.4,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00549,46,Simulado,Nuvem,59.90,12,10,4.1,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00550,27,Simulado,Nuvem,59.90,12,39,2.1,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00551,59,Simulado,Nuvem,59.90,12,7,4.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00552,28,Simulado,Nuvem,59.90,12,10,4.1,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00553,58,Simulado,Nuvem,59.90,12,51,1.7,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00554,37,Simulado,Nuvem,59.90,12,15,2.0,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00555,31,Simulado,Nuvem,59.90,12,59,3.1,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00556,43,Simulado,Nuvem,59.90,12,33,1.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00557,34,Simulado,Nuvem,59.90,12,58,1.3,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00558,68,Simulado,Nuvem,59.90,12,58,1.3,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00559,54,Simulado,Nuvem,59.90,12,10,4.3,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00560,63,Simulado,Nuvem,59.90,12,7,5.0,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00561,64,Simulado,Nuvem,59.90,12,6,4.8,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00562,65,Simulado,Nuvem,59.90,12,6,4.9,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00563,19,Simulado,Nuvem,59.90,12,9,4.6,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00564,24,Simulado,Nuvem,59.90,12,8,4.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00565,46,Simulado,Nuvem,59.90,12,4,4.0,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00566,72,Simulado,Nuvem,59.90,12,5,4.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00567,20,Simulado,Nuvem,59.90,12,22,3.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00568,56,Simulado,Nuvem,59.90,12,43,1.3,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00569,32,Simulado,Nuvem,59.90,12,8,4.3,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00570,31,Simulado,Nuvem,59.90,12,28,1.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00571,24,Simulado,Nuvem,59.90,12,7,4.1,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00572,30,Simulado,Nuvem,59.90,12,1,4.8,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00573,66,Simulado,Nuvem,59.90,12,36,1.7,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00574,24,Simulado,Nuvem,59.90,12,0,4.1,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00575,35,Simulado,Nuvem,59.90,12,47,1.7,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00576,50,Simulado,Nuvem,59.90,12,2,4.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00577,34,Simulado,Nuvem,59.90,12,44,3.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00578,65,Simulado,Nuvem,59.90,12,5,4.4,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00579,68,Simulado,Nuvem,59.90,12,9,4.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00580,53,Simulado,Nuvem,59.90,12,56,1.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00581,69,Simulado,Nuvem,59.90,12,6,4.6,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00582,50,Simulado,Nuvem,59.90,12,50,1.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00583,35,Simulado,Nuvem,59.90,12,40,2.0,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00584,41,Simulado,Nuvem,59.90,12,44,2.1,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00585,28,Simulado,Nuvem,59.90,12,8,4.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00586,76,Simulado,Nuvem,59.90,12,30,1.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00587,59,Simulado,Nuvem,59.90,12,6,4.8,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00588,21,Simulado,Nuvem,59.90,12,7,4.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00589,65,Simulado,Nuvem,59.90,12,3,4.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00590,75,Simulado,Nuvem,59.90,12,36,3.4,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00591,80,Simulado,Nuvem,59.90,12,15,2.8,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00592,32,Simulado,Nuvem,59.90,12,3,5.0,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00593,43,Simulado,Nuvem,59.90,12,2,4.1,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00594,76,Simulado,Nuvem,59.90,12,53,3.4,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00595,53,Simulado,Nuvem,59.90,12,3,4.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00596,37,Simulado,Nuvem,59.90,12,10,4.6,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00597,78,Simulado,Nuvem,59.90,12,8,4.7,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00598,80,Simulado,Nuvem,59.90,12,16,1.3,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00599,54,Simulado,Nuvem,59.90,12,9,4.9,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00600,39,Simulado,Nuvem,59.90,12,25,2.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00601,70,Simulado,Nuvem,59.90,12,54,1.7,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00602,23,Simulado,Nuvem,59.90,12,4,4.4,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00603,51,Simulado,Nuvem,59.90,12,10,4.0,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00604,27,Simulado,Nuvem,59.90,12,7,4.9,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00605,48,Simulado,Nuvem,59.90,12,6,4.7,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00606,68,Simulado,Nuvem,59.90,12,0,4.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00607,35,Simulado,Nuvem,59.90,12,0,4.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00608,64,Simulado,Nuvem,59.90,12,7,4.9,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00609,56,Simulado,Nuvem,59.90,12,10,4.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00610,32,Simulado,Nuvem,59.90,12,0,4.4,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00611,39,Simulado,Nuvem,59.90,12,48,3.1,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00612,43,Simulado,Nuvem,59.90,12,40,3.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00613,53,Simulado,Nuvem,59.90,12,5,4.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00614,35,Simulado,Nuvem,59.90,12,4,4.3,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00615,78,Simulado,Nuvem,59.90,12,5,4.1,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00616,65,Simulado,Nuvem,59.90,12,10,4.8,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00617,46,Simulado,Nuvem,59.90,12,7,4.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00618,46,Simulado,Nuvem,59.90,12,2,4.7,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00619,53,Simulado,Nuvem,59.90,12,1,4.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00620,59,Simulado,Nuvem,59.90,12,4,4.0,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00621,39,Simulado,Nuvem,59.90,12,2,4.6,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00622,62,Simulado,Nuvem,59.90,12,10,4.4,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00623,41,Simulado,Nuvem,59.90,12,33,3.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00624,31,Simulado,Nuvem,59.90,12,24,2.1,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00625,35,Simulado,Nuvem,59.90,12,2,4.3,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00626,38,Simulado,Nuvem,59.90,12,8,4.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00627,32,Simulado,Nuvem,59.90,12,8,4.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00628,70,Simulado,Nuvem,59.90,12,4,4.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00629,29,Simulado,Nuvem,59.90,12,10,4.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00630,23,Simulado,Nuvem,59.90,12,10,4.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00631,72,Simulado,Nuvem,59.90,12,5,4.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00632,43,Simulado,Nuvem,59.90,12,3,4.1,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00633,47,Simulado,Nuvem,59.90,12,32,2.7,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00634,34,Simulado,Nuvem,59.90,12,45,2.3,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00635,75,Simulado,Nuvem,59.90,12,9,4.9,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00636,79,Simulado,Nuvem,59.90,12,6,4.9,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00637,23,Simulado,Nuvem,59.90,12,43,1.4,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00638,48,Simulado,Nuvem,59.90,12,34,3.3,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00639,55,Simulado,Nuvem,59.90,12,1,5.0,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00640,31,Simulado,Nuvem,59.90,12,9,4.4,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00641,42,Simulado,Nuvem,59.90,12,5,4.8,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00642,46,Simulado,Nuvem,59.90,12,26,1.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00643,70,Simulado,Nuvem,59.90,12,9,4.8,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00644,33,Simulado,Nuvem,59.90,12,38,1.9,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00645,19,Simulado,Nuvem,59.90,12,59,3.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00646,74,Simulado,Nuvem,59.90,12,10,4.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00647,75,Simulado,Nuvem,59.90,12,3,4.6,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00648,32,Simulado,Nuvem,59.90,12,6,4.9,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00649,44,Simulado,Nuvem,59.90,12,51,1.9,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00650,18,Simulado,Nuvem,59.90,12,32,1.4,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00651,24,Simulado,Nuvem,59.90,12,7,4.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00652,55,Simulado,Nuvem,59.90,12,36,1.6,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00653,46,Simulado,Nuvem,59.90,12,23,2.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00654,46,Simulado,Nuvem,59.90,12,5,4.7,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00655,27,Simulado,Nuvem,59.90,12,3,4.8,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00656,24,Simulado,Nuvem,59.90,12,17,2.4,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00657,59,Simulado,Nuvem,59.90,12,38,1.6,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00658,58,Simulado,Nuvem,59.90,12,6,4.9,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00659,27,Simulado,Nuvem,59.90,12,20,1.1,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00660,51,Simulado,Nuvem,59.90,12,8,4.1,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00661,37,Simulado,Nuvem,59.90,12,7,4.9,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00662,62,Simulado,Nuvem,59.90,12,8,4.9,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00663,44,Simulado,Nuvem,59.90,12,6,4.1,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00664,63,Simulado,Nuvem,59.90,12,25,1.4,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00665,48,Simulado,Nuvem,59.90,12,54,2.7,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00666,23,Simulado,Nuvem,59.90,12,6,4.1,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00667,37,Simulado,Nuvem,59.90,12,1,4.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00668,74,Simulado,Nuvem,59.90,12,30,1.8,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00669,47,Simulado,Nuvem,59.90,12,9,4.4,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00670,67,Simulado,Nuvem,59.90,12,3,4.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00671,39,Simulado,Nuvem,59.90,12,57,2.8,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00672,39,Simulado,Nuvem,59.90,12,38,1.6,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00673,51,Simulado,Nuvem,59.90,12,26,2.3,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00674,18,Simulado,Nuvem,59.90,12,30,2.5,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00675,22,Simulado,Nuvem,59.90,12,21,3.0,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00676,19,Simulado,Nuvem,59.90,12,2,5.0,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00677,76,Simulado,Nuvem,59.90,12,10,4.2,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00678,38,Simulado,Nuvem,59.90,12,20,1.7,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00679,56,Simulado,Nuvem,59.90,12,8,4.7,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00680,80,Simulado,Nuvem,59.90,12,43,1.8,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
LOAD-00681,80,Simulado,Nuvem,59.90,12,9,4.6,4.0,4.0,45,Premium,Pix,Mobile,10,0,MENSAL,ACAO,0
